init_win_bytes_backward,bwd_packets_s,min_seg_size_forward,init_win_bytes_forward,flow_iat_mean,flow_packets_s,eng_iat_range,avg_fwd_segment_size,total_length_of_bwd_packets,packet_length_mean,bwd_header_length,fwd_iat_mean,flow_iat_std,eng_bps_pps,subflow_bwd_packets,fwd_packet_length_max,bwd_packet_length_mean,eng_fwd_bwd_ratio,avg_bwd_segment_size,subflow_bwd_bytes,flow_duration,flow_iat_max,packet_length_std,max_packet_length,total_backward_packets,fwd_iat_std,fwd_header_length,eng_bytes_per_pkt,bwd_packet_length_max,fwd_packet_length_mean,eng_pkt_cv,true_class
-0.21713984,0.25754648,-0.8389747,-0.4753203,-0.3021513,0.022619687,-0.3813945,-0.28735262,-0.007711818,-0.58118534,-0.012041075,-0.27083802,-0.3708982,-0.5748887,-0.010222224,-0.2817387,-0.5273726,-0.16455193,-0.5273726,-0.007711771,-0.45647675,-0.3859033,-0.49044272,-0.49455976,-0.010222224,-0.3445686,-0.01366701,-0.5748885,-0.46763358,-0.28735262,-0.5754683,BENIGN
-0.13570634,-0.14819616,-0.8389747,0.09405154,0.5338022,-0.17704299,0.05870222,-0.08234666,-0.0063889017,-0.20040853,0.0065665226,0.4289136,0.23547584,-0.21577783,0.0020874972,0.2055066,-0.16968076,-0.013679441,-0.16968076,-0.006388621,3.0108607,0.05212766,0.11786183,0.30747184,0.0020874972,0.16496359,0.0058309813,-0.21577722,0.378489,-0.08234666,3.0677114,BENIGN
-0.24517798,0.16074401,-0.8389747,-0.4820006,-0.30215338,-0.025016066,-0.381392,-0.12081572,-0.0076437267,-0.40607062,-0.011163359,-0.2708334,-0.370894,-0.40101954,-0.009342957,-0.23807047,-0.39059588,-0.124319255,-0.39059588,-0.007643668,-0.45647317,-0.38590208,-0.45146632,-0.4545037,-0.009342957,-0.3445686,-0.01255917,-0.4010198,-0.42537546,-0.12081572,-0.5754683,BENIGN
-0.21702813,0.8661662,-0.8389747,-0.4798207,-0.30216146,0.32211682,-0.3813945,-0.28735262,-0.007711818,-0.58118534,-0.012041075,-0.27083802,-0.3708982,-0.5748887,-0.010222224,-0.2817387,-0.5273726,-0.16455193,-0.5273726,-0.007711771,-0.45647806,-0.38590527,-0.49044272,-0.49455976,-0.010222224,-0.3445686,-0.01366701,-0.5748885,-0.46763358,-0.28735262,-0.5754683,BENIGN
-0.24517798,0.18257159,-0.8389747,-0.4820006,-0.30215436,-0.014274882,-0.38138887,-0.14711101,-0.007610055,-0.36259386,-0.011163359,-0.27083763,-0.37088984,-0.34720287,-0.009342957,-0.24496545,-0.32065323,-0.124319255,-0.32065323,-0.0076099904,-0.45647356,-0.3859008,-0.41171032,-0.4340205,-0.009342957,-0.3445686,-0.01255917,-0.34720328,-0.4037662,-0.14711101,-0.5754683,BENIGN
-0.24517798,-0.14720844,-0.8389747,-0.4820006,-0.29523307,-0.17655712,-0.3813945,-0.112050615,-0.007684881,-0.42821154,-0.012041075,-0.27083802,-0.3708982,-0.42033833,-0.010222224,-0.23577215,-0.4154644,-0.16455193,-0.4154644,-0.007684829,-0.45558003,-0.38456228,-0.4641485,-0.46178663,-0.010222224,-0.3445686,-0.01366701,-0.42033854,-0.43305877,-0.112050615,-0.5754683,BENIGN
-0.23847564,-0.1467529,-0.8389747,0.09405154,-0.30000818,-0.17619054,-0.3796868,-0.07824237,-0.006401622,0.30274907,-0.008003578,-0.26907706,-0.36897412,0.30181682,-0.0067051603,-0.05765183,0.55378515,-0.0036212855,0.55378515,-0.0064013437,-0.45339924,-0.38420472,0.2780607,0.16727564,-0.0067051603,-0.3423478,-0.0063552633,0.3018147,0.2305856,-0.07824237,1.3195398,BENIGN
-0.24517798,-0.14820002,-0.8389747,-0.46399897,0.003691202,-0.17703816,-0.14330818,-0.28735262,-0.007714063,-0.58118534,-0.012918793,-0.13482709,-0.024591457,-0.5748887,-0.011101489,-0.2817387,-0.5366983,0.92173,-0.5366983,-0.0077140164,-0.29790297,-0.1489361,-0.49044272,-0.49455976,-0.011101489,-0.034710538,-0.009235648,-0.5748885,-0.4705148,-0.28735262,-0.5754683,DDOS
-0.24517798,-0.14820002,-0.8389747,-0.4727888,-0.30209458,-0.13110992,-0.3813945,-0.28735262,-0.007714063,-0.58118534,-0.012918793,-0.27080527,-0.3708982,-0.5748887,-0.011101489,-0.2817387,-0.5366983,0.19754204,-0.5366983,-0.0077140164,-0.4564694,-0.3858923,-0.49044272,-0.49455976,-0.011101489,-0.3445686,-0.01255917,-0.5748885,-0.4705148,-0.28735262,-0.5754683,BENIGN
-0.24193852,-0.14431207,-0.8389747,4.126346,-0.30098906,-0.17537099,-0.38072327,-0.17924972,-0.0077069546,-0.557409,-0.008881294,-0.27005425,-0.36991504,-0.54768467,-0.007584426,-0.18980561,-0.5293155,-0.14041232,-0.5293155,-0.0077069066,-0.4555619,-0.38523835,-0.4487305,-0.45814514,-0.007584426,-0.34335566,-0.010121921,-0.5476846,-0.46715337,-0.17924972,-0.39689234,BENIGN
-0.24517798,-0.14792134,1.0493779,-0.4820006,-0.28571793,-0.17690794,-0.37178382,-0.16902377,-0.0075935936,-0.3450824,-0.010110098,-0.2708378,-0.35475257,-0.32374436,-0.009342957,-0.25071126,-0.28645906,-0.124319255,-0.28645906,-0.0075935256,-0.45008233,-0.37634087,-0.39066303,-0.42400646,-0.009342957,-0.3445686,-0.011229761,-0.3237448,-0.39320168,-0.16902377,-0.5754683,BENIGN
-0.2127833,-0.1462035,-0.8389747,0.09405154,-0.30010158,-0.17617176,-0.38035578,0.018173743,-0.005932466,0.3405645,-0.0044927103,-0.2689326,-0.3694848,0.32136557,-0.0031880974,-0.051906012,0.28568897,-0.11627274,0.28568897,-0.005932104,-0.4524609,-0.38487265,0.29816097,0.16727564,-0.0031880974,-0.34341758,-0.0063552633,0.32136348,0.2305856,0.018173743,1.171319,BENIGN
-0.24517798,-0.018153058,1.0493779,-0.46589756,-0.3021418,-0.0810524,-0.38139063,-0.28297007,-0.007714063,-0.5781661,-0.012041075,-0.2708145,-0.37089023,-0.57856846,-0.010222224,-0.27254537,-0.5366983,-0.04385394,-0.5366983,-0.0077140164,-0.45647207,-0.3858995,-0.47893903,-0.4909183,-0.010222224,-0.3445686,-0.011229761,-0.5785683,-0.4705148,-0.28297007,-0.5754683,FTP-PATATOR
-0.21702813,0.2470076,-0.8389747,-0.47307009,-0.30215085,0.01743359,-0.3813945,-0.28735262,-0.007711818,-0.58118534,-0.012041075,-0.27083802,-0.3708982,-0.5748887,-0.010222224,-0.2817387,-0.5273726,-0.16455193,-0.5273726,-0.007711771,-0.4564767,-0.3859032,-0.49044272,-0.49455976,-0.010222224,-0.3445686,-0.01366701,-0.5748885,-0.46763358,-0.28735262,-0.5754683,BENIGN
-0.24517798,-0.147214,-0.8389747,-0.4820006,-0.29519397,-0.17655987,-0.3813945,-0.06822511,-0.007670664,-0.36984,-0.012041075,-0.27083802,-0.3708982,-0.35410246,-0.010222224,-0.22428052,-0.35640168,-0.16455193,-0.35640168,-0.0076706097,-0.45557496,-0.3845547,-0.44114098,-0.4444897,-0.010222224,-0.3445686,-0.01366701,-0.35410282,-0.41481093,-0.06822511,-0.5754683,BENIGN
-0.24517798,-0.14820002,-0.8389747,-0.46399897,-0.16449142,-0.17702971,-0.27423292,-0.28735262,-0.007714063,-0.58118534,-0.012918793,-0.20961529,-0.21503106,-0.5748887,-0.011101489,-0.2817387,-0.5366983,0.92173,-0.5366983,-0.0077140164,-0.385099,-0.27924716,-0.49044272,-0.49455976,-0.011101489,-0.20510645,-0.009235648,-0.5748885,-0.4705148,-0.28735262,-0.5754683,DDOS
-0.24517798,-0.14699724,-0.8389747,-0.4820006,-0.29988125,-0.17615725,-0.38007256,-0.116433166,-0.0076497127,-0.4280678,-0.011163359,-0.26982856,-0.36907697,-0.42953774,-0.009342957,-0.23692131,-0.40303016,0.036611397,-0.40303016,-0.007649655,-0.4549968,-0.38459072,-0.46196988,-0.45814514,-0.009342957,-0.34258455,-0.010343489,-0.42953795,-0.4292171,-0.116433166,-0.5754683,BENIGN
-0.24517798,-0.14820002,1.0493779,4.126346,1.7853076,-0.177044,0.8381983,-0.27310932,-0.007714063,-0.5769584,-0.012918793,0.65743,1.6779869,-0.56591946,-0.011101489,-0.24611463,-0.5366983,0.68033403,-0.5366983,-0.0077140164,0.35522598,0.82797176,-0.46689287,-0.4804491,-0.011101489,1.4886721,-0.007684672,-0.56591916,-0.4705148,-0.27310932,-0.5754683,BENIGN
-0.21959737,0.23218732,1.0493779,-0.41836202,-0.30215016,0.010140643,-0.3813945,-0.31364793,-0.007714063,-0.5993006,-0.011514445,-0.27083802,-0.3708982,-0.5914477,-0.010222224,-0.28863367,-0.5366983,-0.16455193,-0.5366983,-0.0077140164,-0.4564766,-0.38590306,-0.49044272,-0.49729085,-0.010222224,-0.3445686,-0.013002306,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.21959737,-0.14285158,-0.8389747,0.09405154,-0.3014029,-0.1747816,-0.37810463,-0.26495293,-0.0075337333,-0.55250275,0.01007739,-0.2699978,-0.36919063,-0.5476755,0.010880155,-0.23921964,-0.50673175,-0.118129626,-0.50673175,-0.0075336546,-0.4523126,-0.38263214,-0.47050235,-0.47362137,0.010880155,-0.34132856,0.006495686,-0.54767543,-0.4455441,-0.26495293,0.14312056,BENIGN
-0.21892713,-0.14819825,-0.8389747,-0.4820006,2.1158378,-0.17704429,3.3814354,0.04791247,-0.0033760497,3.0029294,-0.0055459705,2.593145,3.496501,3.0652907,-0.0067051603,0.08369526,3.0676792,-0.124319255,3.0676792,-0.003375236,2.052784,3.3592863,3.096213,2.7982306,-0.0067051603,5.3157506,-0.0079062395,3.065316,3.0061748,0.04791247,1.5856334,DOS HULK
-0.21959737,-0.14818844,-0.8389747,-0.46399897,-0.08620993,-0.17703652,-0.096732005,-0.28297007,-0.003373805,2.1094034,-0.008881294,-0.11996231,-0.091724224,2.0894935,-0.007584426,-0.2656504,3.971105,0.10098365,3.971105,-0.0033729908,-0.14857298,-0.10257823,3.0512466,3.490108,-0.007584426,-0.04216649,-0.005247423,2.0894892,3.7360876,-0.28297007,2.9857662,DDOS
-0.24517798,0.17553389,-0.8389747,-0.4820006,-0.30215406,-0.017738082,-0.38138667,-0.1821714,-0.007615293,-0.38553992,-0.010110098,-0.27083763,-0.37088507,-0.3679016,-0.009342957,-0.25415877,-0.3315332,-0.124319255,-0.3315332,-0.007615229,-0.45647344,-0.38589865,-0.41093078,-0.43720675,-0.009342957,-0.3445686,-0.01255917,-0.36790195,-0.40712765,-0.1821714,-0.5754683,BENIGN
-0.21959737,-0.14805102,-0.8389747,0.09405154,-0.26919982,-0.17698643,-0.33656842,-0.27566582,-0.0033715602,3.3032076,-0.008003578,-0.27073812,-0.3216195,3.4216876,-0.0067051603,-0.2656504,3.0714092,-0.16455193,3.0714092,-0.0033707456,-0.4265665,-0.34129032,3.1446838,2.160975,-0.0067051603,-0.3444085,-0.010786625,3.421678,2.3338869,-0.27566582,1.324587,DDOS
-0.24517798,-0.14819816,-0.8389747,-0.4820006,2.1610343,-0.17704415,1.0566946,-0.07479894,-0.007626143,-0.36259386,-0.010110098,3.0152056,2.0366218,-0.3541044,-0.009342957,-0.2185347,-0.35407028,-0.124319255,-0.35407028,-0.007626081,0.50247365,1.0464654,-0.43800914,-0.4390275,-0.009342957,-0.3445686,-0.011894465,-0.35410282,-0.40904847,-0.07479894,-0.42888573,BENIGN
0.27883378,0.013666938,1.0493779,2.0556664,-0.30212575,-0.097391576,-0.3813945,-0.31364793,-0.007714063,-0.5993006,-0.011514445,-0.27083802,-0.3708982,-0.5914477,-0.010222224,-0.28863367,-0.5366983,-0.16455193,-0.5366983,-0.0077140164,-0.45647344,-0.38589835,-0.49044272,-0.49729085,-0.010222224,-0.3445686,-0.013002306,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.21747495,-0.14760031,1.0493779,1.5713102,-0.29547912,-0.17677104,-0.376421,0.7264773,-0.0072860606,-0.045489613,-0.0027372765,-0.2662818,-0.36444402,-0.04627541,-0.0049466286,0.6950502,-0.28268436,-0.10420294,-0.28268436,-0.007285938,-0.44607484,-0.38095635,-0.01036834,-0.059860453,-0.0049466286,-0.3374838,-0.0036964463,-0.046276577,-0.009037064,0.7264773,0.92676204,BENIGN
-0.23791711,-0.14805642,1.0493779,4.126346,-0.28245047,-0.17695422,-0.33409193,-0.07141242,-0.006437538,0.039502535,-0.0027372765,-0.25593212,-0.33755538,0.024913937,-0.0049466286,0.14000426,0.22090262,0.046669554,0.22090262,-0.0064372662,-0.41303173,-0.3388249,0.11325196,0.16181344,-0.0049466286,-0.30647495,0.005387845,0.024912639,0.22482315,-0.07141242,1.6711509,BENIGN
-0.24517798,0.10123432,2.3082798,-0.4820006,-0.30214983,-0.054300338,-0.3813901,-0.14711101,-0.00764672,-0.42177054,-0.0094079245,-0.2708332,-0.3708908,-0.41481867,-0.009342957,-0.24496545,-0.396813,-0.124319255,-0.396813,-0.0076466613,-0.4564718,-0.38590008,-0.44990724,-0.45632443,-0.009342957,-0.3445686,-0.010343489,-0.4148189,-0.42729628,-0.14711101,-0.5754683,BENIGN
-0.24517798,0.2470076,-0.8389747,-0.4820006,-0.30215663,0.01743359,-0.38138816,-0.17778885,-0.0076669226,-0.46705884,-0.011163359,-0.27083772,-0.37088755,-0.46173573,-0.009342957,-0.2530096,-0.4387786,-0.124319255,-0.4387786,-0.0076668677,-0.45647442,-0.38590014,-0.46549785,-0.46861434,-0.009342957,-0.3445686,-0.01255917,-0.46173587,-0.44026184,-0.17778885,-0.5754683,BENIGN
-0.23244353,-0.14785436,-0.8389747,-0.4820006,-0.2922208,-0.17683245,-0.37365267,-0.28735262,-0.007714063,-0.58722377,-0.010110098,-0.27082998,-0.35963777,-0.5815123,-0.009342957,-0.2817387,-0.5366983,-0.04385394,-0.5366983,-0.0077140164,-0.45132157,-0.3782009,-0.48603305,-0.49455976,-0.009342957,-0.34455615,-0.011451329,-0.5815121,-0.4705148,-0.28735262,-0.5754683,BENIGN
-0.17,-0.14817536,1.0493779,1.5713102,-0.15196452,-0.17703295,-0.08400946,0.2773703,-0.0075591737,-0.3259607,-0.0023861898,-0.23929289,-0.13216066,-0.32374448,-0.0049466286,0.25492063,-0.4447737,-0.07402844,-0.4447737,-0.0075590997,-0.20338629,-0.0899154,-0.24738419,-0.2819895,-0.0049466286,-0.28822374,-0.0019239018,-0.3237448,-0.370632,0.2773703,0.28798428,BENIGN
-0.24517798,-0.14820002,1.0493779,-0.4775705,-0.30036378,-0.17579482,-0.38036928,-0.27968314,-0.007714063,-0.5805815,-0.012918793,-0.2700356,-0.36919448,-0.570059,-0.011101489,-0.2530096,-0.5366983,0.68033403,-0.5366983,-0.0077140164,-0.4557773,-0.38488403,-0.47071177,-0.4831802,-0.011101489,-0.34304425,-0.007684672,-0.5700589,-0.4705148,-0.27968314,-0.5754683,BENIGN
-0.21713984,0.28652838,1.0493779,-0.47292945,-0.30215243,0.036881454,-0.3813945,-0.31364793,-0.007714063,-0.5993006,-0.011514445,-0.27083802,-0.3708982,-0.5914477,-0.010222224,-0.28863367,-0.5366983,-0.16455193,-0.5366983,-0.0077140164,-0.4564769,-0.3859035,-0.49044272,-0.49729085,-0.010222224,-0.3445686,-0.013002306,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.2416034,-0.14606969,-0.8389747,0.09405154,-0.30061874,-0.1759094,-0.38009137,-0.055703536,-0.0055388836,0.14297993,-0.0018595596,-0.26951298,-0.3697753,0.11315774,-0.00055030006,-0.036966886,0.21635082,-0.025285004,0.21635082,-0.0055384515,-0.45145804,-0.38460946,0.16455024,0.16727564,-0.00055030006,-0.34311405,0.0013996195,0.11315618,0.2305856,-0.055703536,1.3684626,BENIGN
-0.24517798,-0.14820002,1.0493779,-0.47328106,-0.302168,14.797812,-0.3813945,-0.23257074,-0.007714063,-0.5248265,-0.012918793,-0.27083793,-0.3708982,-0.54039085,-0.011101489,-0.24611463,-0.5366983,0.19754204,-0.5366983,-0.0077140164,-0.4564789,-0.38590652,-0.46004003,-0.4804491,-0.011101489,-0.3445686,-0.011229761,-0.5403908,-0.4705148,-0.23257074,-0.5754683,BENIGN
-0.24517798,-0.14819819,-0.8389747,-0.4820006,2.1910267,-0.17704417,1.060325,-0.10985934,-0.007640734,-0.39399374,-0.009583469,3.038496,2.0482006,-0.39205173,-0.009342957,-0.23002633,-0.38437876,-0.124319255,-0.38437876,-0.0076406742,0.512988,1.0528364,-0.44024527,-0.43857232,-0.009342957,-0.3445686,-0.01255917,-0.3920504,-0.40856826,-0.10985934,-0.07651261,BENIGN
-0.24517798,-0.14798756,-0.8389747,-0.4820006,-0.28922138,-0.17688826,-0.37012643,-0.17778885,-0.00764672,-0.45480943,-0.011163359,-0.26981914,-0.35657084,-0.45161638,-0.009342957,-0.2530096,-0.396813,0.036611397,-0.396813,-0.0076466613,-0.44808838,-0.37469125,-0.44946966,-0.45632443,-0.009342957,-0.34255692,-0.00901408,-0.45161653,-0.42729628,-0.17778885,-0.5754683,BENIGN
-0.24517798,0.18620643,1.0493779,-0.4820006,-0.3021545,-0.012486205,-0.38138887,-0.12958081,-0.0076534543,-0.42539364,-0.010110098,-0.27083772,-0.37088987,-0.4217182,-0.009342957,-0.2403688,-0.41080156,-0.124319255,-0.41080156,-0.007653397,-0.45647362,-0.38590083,-0.4600411,-0.46042106,-0.009342957,-0.3445686,-0.011229761,-0.42171845,-0.43161815,-0.12958081,-0.5754683,BENIGN
-0.24517798,-0.14820002,-0.8389747,-0.46399897,0.15583831,-0.17704046,-0.024697758,-0.28735262,-0.007714063,-0.58118534,-0.012918793,-0.067169644,0.14801803,-0.5748887,-0.011101489,-0.2817387,-0.5366983,0.92173,-0.5366983,-0.0077140164,-0.21902072,-0.030881576,-0.49044272,-0.49455976,-0.011101489,0.11973188,-0.009235648,-0.5748885,-0.4705148,-0.28735262,-0.5754683,DDOS
-0.21702813,-0.14662744,-0.8389747,-0.47968006,-0.29998174,-0.17588429,-0.38054514,-0.31364793,-0.007714063,-0.5993006,-0.012041075,-0.26889342,-0.3691506,-0.5914477,-0.010222224,-0.28863367,-0.5366983,-0.04385394,-0.5366983,-0.0077140164,-0.45591214,-0.38506007,-0.49044272,-0.49729085,-0.010222224,-0.3445686,-0.01255917,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.21311843,-0.1481937,-0.8389747,-0.46399897,0.1787161,-0.17704149,0.058702264,1.5021888,-0.0020052448,0.94916725,0.012534997,0.11255026,0.1493554,0.8503773,0.009121623,1.2995101,0.49446568,0.016495056,0.49446568,-0.002004189,2.7846735,0.05212766,0.4656509,0.19458659,0.009121623,0.21078938,0.018460361,0.85037696,0.25939795,1.5021888,0.57614577,BENIGN
-0.24517798,-0.14820002,-0.8389747,0.8526515,-0.3018044,-0.16774392,-0.3813945,-0.28735262,-0.007714063,-0.58118534,-0.012918793,-0.27067623,-0.3708982,-0.5748887,-0.011101489,-0.2817387,-0.5366983,0.19754204,-0.5366983,-0.0077140164,-0.45643178,-0.38583606,-0.49044272,-0.49455976,-0.011101489,-0.3445686,-0.01255917,-0.5748885,-0.4705148,-0.28735262,-0.5754683,BENIGN
-0.24517798,0.28965592,-0.8389747,-0.4820006,-0.30215776,0.038420502,-0.3813887,-0.13834591,-0.00764672,-0.4181475,-0.011163359,-0.27083772,-0.37088844,-0.41205883,-0.009342957,-0.24266712,-0.396813,-0.124319255,-0.396813,-0.0076466613,-0.45647487,-0.3859007,-0.45146632,-0.45632443,-0.009342957,-0.3445686,-0.01255917,-0.4120591,-0.42729628,-0.13834591,-0.5754683,BENIGN
-0.24517798,0.19760667,1.0493779,-0.4820006,-0.30215496,-0.006876234,-0.38138917,-0.13396336,-0.0076377406,-0.40184373,-0.010110098,-0.27083772,-0.37089035,-0.39411995,-0.009342957,-0.24151796,-0.37816164,-0.124319255,-0.37816164,-0.0076376805,-0.45647377,-0.38590115,-0.44289148,-0.45086223,-0.009342957,-0.3445686,-0.011229761,-0.39412025,-0.42153382,-0.13396336,-0.5754683,BENIGN
-0.2417151,-0.14496826,-0.8389747,0.09405154,-0.30110428,-0.1753664,-0.38061064,-0.08181101,-0.005686664,0.29861507,-0.0044927103,-0.26989177,-0.37009722,0.27252388,-0.0031880974,-0.06454681,0.39915147,-0.04385394,0.39915147,-0.0056862584,-0.45399666,-0.38512638,0.27393267,0.16727564,-0.0031880974,-0.34357542,-0.0030317423,0.2725219,0.2305856,-0.08181101,1.2429681,BENIGN
-0.24517798,-0.14820002,2.3082798,1.5713102,0.03720912,-0.1770376,-0.3372084,-0.31364793,-0.007714063,-0.5993006,-0.012918793,-0.1199222,-0.27998343,-0.5914477,-0.011101489,-0.28863367,-0.5366983,0.43893802,-0.5366983,-0.0077140164,-0.3685021,-0.29813355,-0.49044272,-0.49729085,-0.011101489,-0.26322263,-0.008127808,-0.5914475,-0.4705148,-0.31364793,-0.5754683,DOS SLOWLORIS
-0.24517798,-0.14721131,1.0493779,-0.4820006,-0.2975313,-0.17655854,-0.37868583,-0.1821714,-0.0075591737,-0.29496336,-0.010110098,-0.27083772,-0.36634773,-0.26440802,-0.009342957,-0.25415877,-0.21496212,-0.124319255,-0.21496212,-0.0075590997,-0.45467588,-0.38321048,-0.35246614,-0.40306807,-0.009342957,-0.3445686,-0.011229761,-0.26440865,-0.37111223,-0.1821714,-0.5754683,BENIGN
-0.24517798,-0.14563157,-0.8389747,-0.4820006,-0.30038327,-0.17578116,-0.38035402,-0.12519826,-0.0076369927,-0.39701298,-0.011163359,-0.2708332,-0.36915186,-0.38998023,-0.009342957,-0.23921964,-0.37660736,-0.124319255,-0.37660736,-0.007636932,-0.45578486,-0.38487086,-0.44367102,-0.45040706,-0.009342957,-0.3445686,-0.01255917,-0.38998052,-0.42105362,-0.12519826,-0.5754683,BENIGN
-0.24517798,-0.14820002,1.0493779,-0.4634364,-0.30211356,-0.115165494,-0.3813945,-0.31364793,-0.007714063,-0.5993006,-0.012918793,-0.2708137,-0.3708982,-0.5914477,-0.011101489,-0.28863367,-0.5366983,0.19754204,-0.5366983,-0.0077140164,-0.45647186,-0.38589597,-0.49044272,-0.49729085,-0.011101489,-0.3445686,-0.011229761,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
